         12397635 function calls (11959433 primitive calls) in 17.508 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 widgets.py:2970(ToolLineHandles)
        8    0.000    0.000    0.000    0.000 pathlib.py:1193(stat)
        8    0.000    0.000    0.000    0.000 core.py:6028(<genexpr>)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
       29    0.000    0.000    0.000    0.000 __init__.py:1337(_to_unmasked_float_array)
      545    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 bezier.py:1(<module>)
       29    0.000    0.000    0.000    0.000 inspect.py:1207(formatannotation)
        1    0.000    0.000    0.000    0.000 core.py:326(condition_as_parse_action)
        1    0.000    0.000    0.000    0.000 offsetbox.py:709(TextArea)
      162    0.000    0.000    0.000    0.000 shape_base.py:207(_arrays_for_stack_dispatcher)
       71    0.000    0.000    0.000    0.000 inspect.py:1850(_signature_is_functionlike)
      377    0.000    0.000    0.000    0.000 enum.py:393(<genexpr>)
        2    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
       10    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
       95    0.000    0.000    0.000    0.000 rcsetup.py:66(__call__)
       19    0.000    0.000    0.000    0.000 __init__.py:134(check_shape)
        4    0.000    0.000    0.000    0.000 enum.py:997(<listcomp>)
        1    0.000    0.000    0.000    0.000 _arrays.py:10(_sparray)
       76    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:3612(__init__)
       11    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        6    0.000    0.000    0.000    0.000 core.py:6023(<lambda>)
        8    0.000    0.000    0.000    0.000 deprecation.py:139(finalize)
       40    0.000    0.000    0.000    0.000 getlimits.py:24(_fr1)
       39    0.000    0.000    0.000    0.000 dataclasses.py:751(_set_new_attribute)
       28    0.000    0.000    0.000    0.000 rcsetup.py:64(<dictcomp>)
        2    0.000    0.000    0.000    0.000 tokenize.py:295(detect_encoding)
       78    0.000    0.000    0.000    0.000 util.py:110(get)
        4    0.000    0.000    0.000    0.000 _pep440.py:292(__init__)
        1    0.000    0.000    0.000    0.000 collections.py:1768(PatchCollection)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
        6    0.000    0.000    0.000    0.000 core.py:5090(__init__)
       32    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(ndim)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:6(<module>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 units.py:1(<module>)
        6    0.000    0.000    0.000    0.000 __init__.py:280(_logged_cached)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(mean)
        1    0.000    0.000    0.000    0.000 bdist.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:11(<module>)
        2    0.000    0.000    0.000    0.000 contextlib.py:429(callback)
        1    0.000    0.000    0.000    0.000 _decomp.py:16(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:38(__getattr__)
        6    0.000    0.000    0.000    0.000 message.py:462(get)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
      178    0.000    0.000    0.000    0.000 os.py:752(decode)
        7    0.000    0.000    0.000    0.000 _arrays.py:57(_matrix_doc_to_array)
        1    0.000    0.000    0.000    0.000 _data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:349(Distribution)
       41    0.000    0.000    0.000    0.000 pathlib.py:691(_from_parsed_parts)
        8    0.000    0.000    0.000    0.000 core.py:4331(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 __init__.py:570(get_data_path)
        3    0.000    0.000    0.000    0.000 _functools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
       14    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 _hessian_update_strategy.py:103(FullHessianUpdateStrategy)
        2    0.000    0.000    0.000    0.000 _methods.py:42(_amin)
        1    0.000    0.000    0.000    0.000 util.py:10(<module>)
        1    0.000    0.000    0.000    0.000 unicode.py:99(identbodychars)
        1    0.000    0.000    0.000    0.000 pyprojecttoml.py:159(_ConfigExpander)
        1    0.000    0.000    0.000    0.000 widgets.py:4205(Lasso)
       20    0.000    0.000    0.000    0.000 core.py:1013(reset_cache)
      248    0.000    0.000    0.000    0.000 patches.py:2244(<genexpr>)
        1    0.000    0.000    0.000    0.000 pathlib.py:1232(read_text)
       17    0.000    0.000    0.000    0.000 rcsetup.py:273(validate_color_or_auto)
        1    0.000    0.000    0.000    0.000 legend_handler.py:431(HandlerRegularPolyCollection)
       32    0.000    0.000    0.000    0.000 warnings.py:458(__enter__)
        1    0.000    0.000    0.000    0.000 triangulation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2380(deprecated)
      135    0.000    0.000    0.000    0.000 feedparser.py:78(readline)
        6    0.000    0.000    0.000    0.000 core.py:1139(__init__)
       11    0.000    0.000    0.000    0.000 decorator.py:127(update)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _nonlin.py:1137(DiagBroyden)
        3    0.000    0.000    0.000    0.000 six.py:882(wrapper)
        1    0.000    0.000    0.000    0.000 offsetbox.py:208(OffsetBox)
        1    0.000    0.000    0.000    0.000 os.py:42(_get_exports_list)
        1    0.000    0.000    0.000    0.000 zipp.py:1(<module>)
      222    0.000    0.000    0.000    0.000 transforms.py:1338(<genexpr>)
       45    0.000    0.000    0.000    0.000 pathlib.py:701(_format_parsed_parts)
        1    0.000    0.000    0.000    0.000 _parser.py:569(__init__)
       37    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        2    0.000    0.000    0.000    0.000 pathlib.py:1281(mkdir)
        1    0.000    0.000    0.000    0.000 typing.py:1838(IO)
        6    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        1    0.000    0.000    0.000    0.000 exceptions.py:8(<module>)
        7    0.000    0.000    0.000    0.000 typing_extensions.py:665(__init_subclass__)
        1    0.000    0.000    0.000    0.000 ticker.py:812(LogFormatter)
        2    0.000    0.000    0.000    0.000 log.py:1(<module>)
        6    0.000    0.000    0.000    0.000 pathlib.py:1417(is_dir)
        1    0.000    0.000    0.000    0.000 _parser.py:294(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:994(CheckButtons)
        3    0.000    0.000    0.000    0.000 sysconfig.py:50(<genexpr>)
        1    0.000    0.000    0.000    0.000 colors.py:77(<dictcomp>)
        1    0.000    0.000    0.000    0.000 dist.py:1029(DistributionMetadata)
        1    0.000    0.000    0.000    0.000 _psposix.py:66(<listcomp>)
        3    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
      118    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
       11    0.000    0.000    0.000    0.000 rcsetup.py:336(_validate_cmap)
        1    0.000    0.000    0.000    0.000 cloudpickle_fast.py:1(<module>)
        1    0.000    0.000    0.000    0.000 container.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _index.py:28(IndexMixin)
       33    0.000    0.000    0.000    0.000 contextlib.py:82(__init__)
        3    0.000    0.000    0.000    0.000 blas.py:384(getter)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:1(<module>)
       64    0.000    0.000    0.000    0.000 numerictypes.py:282(issubclass_)
        2    0.000    0.000    0.000    0.000 extension.py:1(<module>)
       19    0.000    0.000    0.000    0.000 path.py:202(_update_values)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:483(_get_xdg_config_dir)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        2    0.000    0.000    0.000    0.000 core.py:551(set_results_name)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:276(reload_library)
        1    0.000    0.000    0.000    0.000 _pslinux.py:612(cpu_times)
        1    0.000    0.000    0.000    0.000 threading.py:1262(__init__)
       46    0.000    0.000    0.000    0.000 getlimits.py:101(_float_conv)
        1    0.000    0.000    0.000    0.000 numpy_pickle_compat.py:1(<module>)
        5    0.000    0.000    0.000    0.000 typing.py:1185(get_type_hints)
        1    0.000    0.000    0.000    0.000 __init__.py:339(<listcomp>)
      101    0.000    0.000    0.000    0.000 deprecation.py:205(<listcomp>)
        9    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
       22    0.000    0.000    0.000    0.000 {built-in method posix.lstat}
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 testing.py:3(<module>)
       22    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        1    0.000    0.000    0.000    0.000 _testutils.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _structures.py:6(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
      629    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
       30    0.000    0.000    0.000    0.000 dataclasses.py:320(field)
       16    0.000    0.000    0.000    0.000 copyreg.py:99(_slotnames)
       61    0.000    0.000    0.000    0.000 re.py:270(escape)
       12    0.000    0.000    0.000    0.000 numeric.py:1341(normalize_axis_tuple)
        1    0.000    0.000    0.000    0.000 legend_handler.py:505(HandlerPathCollection)
        1    0.000    0.000    0.000    0.000 _mathtext_data.py:1(<module>)
       88    0.000    0.000    0.000    0.000 six.py:146(__init__)
        1    0.000    0.000    0.000    0.000 quiver.py:446(Quiver)
        4    0.000    0.000    0.000    0.000 message.py:564(get_content_type)
       24    0.000    0.000    0.000    0.000 dataclasses.py:342(_tuple_str)
        7    0.000    0.000    0.000    0.000 __init__.py:633(mtime)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
       86    0.000    0.000    0.000    0.000 os.py:693(__iter__)
        1    0.000    0.000    0.000    0.000 backend_managers.py:1(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:197(caching_module_getattr)
        1    0.000    0.000    0.000    0.000 tempfile.py:283(__next__)
       28    0.000    0.000    0.000    0.000 rcsetup.py:449(_validate_linestyle)
       80    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:937(_sanity_check)
        3    0.000    0.000    0.000    0.000 blas.py:411(get_blas_funcs)
        2    0.000    0.000    0.000    0.000 {method 'max' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _norm.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expand.py:432(LazyMappingProxy)
        1    0.000    0.000    0.000    0.000 core.py:2814(__new__)
        1    0.000    0.000    0.000    0.000 _constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:29(Cursors)
       82    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:326(_sanity_check)
       47    0.000    0.000    0.000    0.000 rcsetup.py:357(validate_fontsize)
      247    0.000    0.000    0.000    0.000 {function FreezableDefaultDict.__missing__ at 0x7fa977594280}
        1    0.000    0.000    0.000    0.000 geo.py:339(MollweideAxes)
      170    0.000    0.000    0.000    0.000 textwrap.py:474(predicate)
        1    0.000    0.000    0.000    0.000 axis.py:36(Tick)
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
       12    0.000    0.000    0.000    0.000 re.py:325(_subx)
       10    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
        1    0.000    0.000    0.000    0.000 __init__.py:289(Process)
       13    0.000    0.000    0.000    0.000 posixpath.py:150(dirname)
        1    0.000    0.000    0.000    0.000 __init__.py:225(<listcomp>)
        1    0.000    0.000    0.000    0.000 geo.py:294(HammerAxes)
      273    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
      152    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 _sf_error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:57(find_spec)
        1    0.000    0.000    0.000    0.000 geo.py:409(LambertAxes)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:44(_bits_of)
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(prod)
        1    0.000    0.000    0.000    0.000 win.py:2(<module>)
      122    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _kdtree.py:206(KDTree)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
      416    0.000    0.000    0.000    0.000 enum.py:748(name)
        1    0.000    0.000    0.000    0.000 _datasource.py:1(<module>)
       14    0.000    0.000    0.000    0.000 core.py:8118(_replace_return_type)
       18    0.000    0.000    0.000    0.000 __init__.py:62(_process_keys)
       25    0.000    0.000    0.000    0.000 results.py:213(__setitem__)
      156    0.000    0.000    0.000    0.000 core.py:1973(__hash__)
        1    0.000    0.000    0.000    0.000 path.py:24(Path)
      285    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 core.py:227(update_user_library)
        1    0.000    0.000    0.000    0.000 backend_bases.py:151(RendererBase)
        1    0.000    0.000    0.000    0.000 error.py:2(<module>)
       30    0.000    0.000    0.000    0.000 core.py:4332(<genexpr>)
       41    0.000    0.000    0.000    0.000 {method 'reshape' of 'numpy.ndarray' objects}
      168    0.000    0.000    0.000    0.000 _collections_abc.py:719(__iter__)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
      222    0.000    0.000    0.000    0.000 patches.py:2237(<genexpr>)
       32    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
        1    0.000    0.000    0.000    0.000 more.py:3399(callback_iter)
        1    0.000    0.000    0.000    0.000 ElementTree.py:125(Element)
        1    0.000    0.000    0.000    0.000 _bsr.py:1(<module>)
      122    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
        1    0.000    0.000    0.000    0.000 _docstring.py:1(<module>)
      122    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
       39    0.000    0.000    0.000    0.000 __init__.py:218(_acquireLock)
        2    0.000    0.000    0.000    0.000 types.py:69(new_class)
        1    0.000    0.000    0.000    0.000 ordered_set.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tokenizer.py:88(Tokenizer)
      122    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
        3    0.000    0.000    0.000    0.000 blas.py:326(_get_funcs)
        1    0.000    0.000    0.000    0.000 core.py:3018(Regex)
      138    0.000    0.000    0.000    0.000 __init__.py:259(__iter__)
        1    0.000    0.000    0.000    0.000 os.py:613(get_exec_path)
      411    0.000    0.000    0.000    0.000 enum.py:753(value)
        1    0.000    0.000    0.000    0.000 _svds.py:1(<module>)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
      122    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
        2    0.000    0.000    0.000    0.000 subprocess.py:1078(wait)
       21    0.000    0.000    0.000    0.000 typing.py:886(<genexpr>)
        1    0.000    0.000    0.000    0.000 results.py:17(_ParseResultsWithOffset)
       30    0.000    0.000    0.000    0.000 dataclasses.py:414(_field_init)
        6    0.000    0.000    0.000    0.000 os.py:678(__setitem__)
       52    0.000    0.000    0.000    0.000 _add_newdocs.py:6405(refer_to_array_attribute)
      122    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
        7    0.000    0.000    0.000    0.000 function_base.py:2244(__init__)
        1    0.000    0.000    0.000    0.000 quiver.py:867(Barbs)
        1    0.000    0.000    0.000    0.000 ticker.py:2251(LogLocator)
        1    0.000    0.000    0.000    0.000 geo.py:248(AitoffAxes)
        3    0.000    0.000    0.000    0.000 _common.py:787(open_binary)
        2    0.000    0.000    0.000    0.000 _methods.py:38(_amax)
       97    0.000    0.000    0.000    0.000 exceptions.py:44(__init__)
        1    0.000    0.000    0.000    0.000 _layoutgrid.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:3356(mean)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
        1    0.000    0.000    0.000    0.000 _adapters.py:47(__init__)
       18    0.000    0.000    0.000    0.000 typing.py:868(__new__)
       15    0.000    0.000    0.000    0.000 rcsetup.py:85(_listify_validator)
      263    0.000    0.000    0.000    0.000 _add_newdocs.py:18(add_newdoc)
        2    0.000    0.000    0.000    0.000 core.py:2972(__array_finalize__)
        1    0.000    0.000    0.000    0.000 pathlib.py:1214(open)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:489(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 process.py:8(<module>)
        4    0.000    0.000    0.000    0.000 getlimits.py:62(smallest_subnormal)
        1    0.000    0.000    0.000    0.000 _adapters.py:64(_repair_headers)
        1    0.000    0.000    0.000    0.000 texmanager.py:56(TexManager)
        7    0.000    0.000    0.000    0.000 _parser.py:309(_convert)
        4    0.000    0.000    0.000    0.000 ssl.py:451(__new__)
       71    0.000    0.000    0.000    0.000 inspect.py:90(ismethoddescriptor)
        6    0.000    0.000    0.000    0.000 deprecation.py:363(<listcomp>)
        2    0.000    0.000    0.000    0.000 _pep440.py:117(parse)
       11    0.000    0.000    0.000    0.000 __init__.py:65(check_isinstance)
        1    0.000    0.000    0.000    0.000 _parser.py:52(ParsedRequirement)
        1    0.000    0.000    0.000    0.000 __init__.py:493(_get_xdg_cache_dir)
        2    0.000    0.000    0.000    0.000 subprocess.py:1774(_wait)
        1    0.000    0.000    0.000    0.000 ExifTags.py:341(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:623(zip_children)
        1    0.000    0.000    0.000    0.000 _dok.py:1(<module>)
       50    0.000    0.000    0.000    0.000 core.py:1884(set_name)
        1    0.000    0.000    0.000    0.000 spines.py:14(Spine)
        7    0.000    0.000    0.000    0.000 core.py:3552(__init__)
        1    0.000    0.000    0.000    0.000 filelist.py:1(<module>)
        2    0.000    0.000    0.000    0.000 fromnumeric.py:2970(prod)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:32(seterr)
       12    0.000    0.000    0.000    0.000 __init__.py:273(get_aliased_and_aliases)
        3    0.000    0.000    0.000    0.000 message.py:588(get_content_maintype)
      137    0.000    0.000    0.000    0.000 enum.py:223(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:261(_reset_cache)
        1    0.000    0.000    0.000    0.000 utils.py:1005(_median_nancheck)
        1    0.000    0.000    0.000    0.000 legend_handler.py:516(HandlerCircleCollection)
        1    0.000    0.000    0.000    0.000 arraypad.py:1(<module>)
        1    0.000    0.000    0.000    0.000 executor.py:1(<module>)
       23    0.000    0.000    0.000    0.000 __init__.py:222(__getattr__)
      101    0.000    0.000    0.000    0.000 deprecation.py:99(deprecated)
       10    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        2    0.000    0.000    0.000    0.000 pathlib.py:492(select_from)
        1    0.000    0.000    0.000    0.000 zipp.py:230(__init__)
        6    0.000    0.000    0.000    0.000 deprecation.py:506(suppress_matplotlib_deprecation_warning)
        3    0.000    0.000    0.000    0.000 core.py:2464(__init__)
        1    0.000    0.000    0.000    0.000 ssl.py:168(_TLSContentType)
        4    0.000    0.000    0.000    0.000 pathlib.py:925(joinpath)
        1    0.000    0.000    0.000    0.000 pydoc.py:1718(Helper)
        1    0.000    0.000    0.000    0.000 log.py:67(set_verbosity)
        1    0.000    0.000    0.000    0.000 testing.py:15(pyparsing_test)
        1    0.000    0.000    0.000    0.000 util.py:14(__config_flags)
        1    0.000    0.000    0.000    0.000 report.py:1(<module>)
       38    0.000    0.000    0.000    0.000 getlimits.py:16(_fr0)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
       30    0.000    0.000    0.000    0.000 {built-in method numpy.arange}
        1    0.000    0.000    0.000    0.000 _trustregion_exact.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 markers.py:193(Marker)
        7    0.000    0.000    0.000    0.000 _common.py:460(memoize_when_activated)
        3    0.000    0.000    0.000    0.000 core.py:1627(__invert__)
        1    0.000    0.000    0.000    0.000 constants.py:24(_SendfileMode)
        1    0.000    0.000    0.000    0.000 re.py:315(_compile_repl)
        1    0.000    0.000    0.000    0.000 numerictypes.py:440(_construct_lookups)
        1    0.000    0.000    0.000    0.000 backend_tools.py:73(ToolBase)
       57    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1211(_find_parent_path_names)
        1    0.000    0.000    0.000    0.000 zipp.py:100(make)
        3    0.000    0.000    0.000    0.000 random.py:94(__init__)
        2    0.000    0.000    0.000    0.000 getlimits.py:86(_str_smallest_subnormal)
        4    0.000    0.000    0.000    0.000 inspect.py:2880(_hash_basis)
       91    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1153(__init__)
        1    0.000    0.000    0.000    0.000 requirements.py:5(<module>)
        1    0.000    0.000    0.000    0.000 core.py:138(Diagnostics)
        1    0.000    0.000    0.000    0.000 typing.py:1951(TextIO)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:202(_set_array_types)
        2    0.000    0.000    0.000    0.000 _methods.py:91(_clip_dep_is_scalar_nan)
        3    0.000    0.000    0.000    0.000 core.py:1587(__xor__)
        1    0.000    0.000    0.000    0.000 _monitor.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        2    0.000    0.000    0.000    0.000 getlimits.py:305(_get_machar)
        1    0.000    0.000    0.000    0.000 {cvtColor}
        1    0.000    0.000    0.000    0.000 figure.py:2157(SubFigure)
        3    0.000    0.000    0.000    0.000 core.py:4949(__init__)
        7    0.000    0.000    0.000    0.000 __init__.py:666(search)
        1    0.000    0.000    0.000    0.000 version.py:67(_BaseVersion)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
      323    0.000    0.000    0.000    0.000 typing.py:1149(cast)
        9    0.000    0.000    0.000    0.000 platform.py:1077(python_implementation)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
      112    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
      153    0.000    0.000    0.000    0.000 dataclasses.py:389(<genexpr>)
        1    0.000    0.000    0.000    0.000 sre_parse.py:969(parse_template)
        6    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        2    0.000    0.000    0.000    0.000 abc.py:150(TraversableResources)
        2    0.000    0.000    0.000    0.000 pathlib.py:1433(is_file)
       30    0.000    0.000    0.000    0.000 deprecation.py:154(_deprecated_property)
        1    0.000    0.000    0.000    0.000 log.py:50(set_threshold)
        1    0.000    0.000    0.000    0.000 unicode.py:75(nums)
        1    0.000    0.000    0.000    0.000 ssl.py:971(SSLSocket)
        1    0.000    0.000    0.000    0.000 feedparser.py:101(push)
        1    0.000    0.000    0.000    0.000 core.py:4646(IndentedBlock)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        1    0.000    0.000    0.000    0.000 numerictypes.py:588(_register_types)
        1    0.000    0.000    0.000    0.000 colors.py:61(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:300(_SpecialForm)
        1    0.000    0.000    0.000    0.000 dates.py:205(__getattr__)
       27    0.000    0.000    0.000    0.000 rcsetup.py:563(_validate_greaterequal0_lessequal1)
        2    0.000    0.000    0.000    0.000 random.py:123(seed)
        1    0.000    0.000    0.000    0.000 rrule.py:1307(rruleset)
        1    0.000    0.000    0.000    0.000 patches.py:2674(_Base)
        4    0.000    0.000    0.000    0.000 core.py:5765(__init__)
       30    0.000    0.000    0.000    0.000 deprecation.py:176(finalize)
        1    0.000    0.000    0.000    0.000 log.py:53(threshold)
        1    0.000    0.000    0.000    0.000 Image.py:138(Transpose)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:429(__enter__)
        1    0.000    0.000    0.000    0.000 backend_bases.py:757(GraphicsContextBase)
        1    0.000    0.000    0.000    0.000 _coo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unicode.py:111(<listcomp>)
        2    0.000    0.000    0.000    0.000 {setTrackbarPos}
        1    0.000    0.000    0.000    0.000 _trifinder.py:1(<module>)
       61    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 patches.py:1665(Annulus)
        3    0.000    0.000    0.000    0.000 core.py:4103(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method posix.mkdir}
        1    0.000    0.000    0.000    0.000 transforms.py:2117(IdentityTransform)
        1    0.000    0.000    0.000    0.000 dist.py:53(Distribution)
        1    0.000    0.000    0.000    0.000 inspect.py:2428(_ParameterKind)
        3    0.000    0.000    0.000    0.000 monkey.py:36(get_unpatched)
        1    0.000    0.000    0.000    0.000 bdist.py:35(bdist)
        1    0.000    0.000    0.000    0.000 py39compat.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 __init__.py:1417(setLevel)
        1    0.000    0.000    0.000    0.000 _solvers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:4(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        2    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(repeat)
        1    0.000    0.000    0.000    0.000 widgets.py:1599(RadioButtons)
        2    0.000    0.000    0.000    0.000 basic.py:5(<module>)
       10    0.000    0.000    0.000    0.000 core.py:4633(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 util.py:260(_inner)
        1    0.000    0.000    0.000    0.000 version.py:157(Version)
        1    0.000    0.000    0.000    0.000 _dia.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _common.py:415(memoize)
        1    0.000    0.000    0.000    0.000 GimpGradientFile.py:16(<module>)
        3    0.000    0.000    0.000    0.000 __init__.py:498(PYFUNCTYPE)
       29    0.000    0.000    0.000    0.000 pathlib.py:804(name)
       12    0.000    0.000    0.000    0.000 core.py:289(wrapper)
       13    0.000    0.000    0.000    0.000 weakref.py:343(__init__)
       14    0.000    0.000    0.000    0.000 deprecation.py:350(<genexpr>)
        1    0.000    0.000    0.000    0.000 _trirefine.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:3121(view)
        1    0.000    0.000    0.000    0.000 _spectral.py:1(<module>)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
        1    0.000    0.000    0.000    0.000 base_tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1218(__init__)
        1    0.000    0.000    0.000    0.000 _meta.py:33(SimplePath)
        1    0.000    0.000    0.000    0.000 core.py:5322(__init__)
       51    0.000    0.000    0.000    0.000 core.py:2448(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 _parser.py:1371(_tzparser)
       62    0.000    0.000    0.000    0.000 patches.py:2259(_register_style)
        1    0.000    0.000    0.000    0.000 discovery.py:92(_Finder)
        1    0.000    0.000    0.000    0.000 lobpcg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 feedparser.py:184(close)
