         28432909 function calls (28411067 primitive calls) in 212.700 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _psposix.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:1(<module>)
       24    0.000    0.000    0.000    0.000 cloudpickle_fast.py:644(__init__)
     5533    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       38    0.000    0.000    0.000    0.000 getlimits.py:111(_float_to_str)
        8    0.000    0.000    0.000    0.000 dataclasses.py:573(_cmp_fn)
     4710    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        1    0.000    0.000    0.000    0.000 _lil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:4(<module>)
     4710    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
      230    0.000    0.000    0.000    0.000 _internal.py:815(_ufunc_doc_signature_formatter)
       64    0.000    0.000    0.000    0.000 <frozen zipimport>:63(__init__)
        1    0.000    0.000    0.000    0.000 helpers.py:643(<dictcomp>)
       30    0.000    0.000    0.000    0.000 __init__.py:1284(getLogger)
     2692    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 unicode.py:80(alphanums)
        1    0.000    0.000    0.000    0.000 _plotutils.py:1(<module>)
      678    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:800(find_spec)
     2109    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        1    0.000    0.000    0.000    0.000 process_executor.py:1133(_setup_queues)
        1    0.000    0.000    0.000    0.000 random.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _basic.py:5(<module>)
      449    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
      256    0.000    0.000    0.000    0.000 sre_parse.py:84(opengroup)
      625    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 linsolve.py:1(<module>)
        1    0.000    0.000    0.000    0.000 path.py:1(<module>)
      132    0.000    0.000    0.000    0.000 ast.py:383(visit_Constant)
     1281    0.000    0.000    0.000    0.000 sre_parse.py:111(__init__)
        1    0.000    0.000    0.000    0.000 _utils.py:3(<module>)
        1    0.000    0.000    0.000    0.000 dataclasses.py:1(<module>)
      171    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(concatenate)
        1    0.000    0.000    0.000    0.000 arpack.py:1(<module>)
      103    0.000    0.000    0.000    0.000 logger.py:67(__init__)
       33    0.000    0.000    0.000    0.000 {built-in method posix.pipe}
      104    0.000    0.000    0.000    0.000 {built-in method posix.scandir}
       47    0.000    0.000    0.000    0.000 __init__.py:227(_releaseLock)
       16    0.000    0.000    0.000    0.000 core.py:1561(__or__)
      106    0.000    0.000    0.000    0.000 threading.py:1306(current_thread)
        1    0.000    0.000    0.000    0.000 _sputils.py:1(<module>)
      231    0.000    0.000    0.000    0.000 sre_parse.py:224(__init__)
      274    0.000    0.000    0.000    0.000 results.py:148(__new__)
       38    0.000    0.000    0.000    0.000 typing.py:1435(_alias)
        1    0.000    0.000    0.000    0.000 _compressed.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 type_check.py:1(<module>)
      586    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:35(_new_module)
        1    0.000    0.000    0.000    0.000 twodim_base.py:1(<module>)
     2472    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 markers.py:1(<module>)
       20    0.000    0.000    0.000    0.000 weakref.py:159(__setitem__)
     1406    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 unicode.py:70(alphas)
        1    0.000    0.000    0.000    0.000 unicode.py:3(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:99(load_first_config)
        1    0.000    0.000    0.000    0.000 six.py:21(<module>)
        1    0.000    0.000    0.000    0.000 _enums.py:1(<module>)
     2388    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        9    0.000    0.000    0.000    0.000 textwrap.py:414(dedent)
      104    0.000    0.000    0.000    0.000 {built-in method posix.open}
      111    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
       30    0.000    0.000    0.000    0.000 pathlib.py:1130(glob)
        1    0.000    0.000    0.000    0.000 ImageFile.py:29(<module>)
  454/311    0.000    0.000    0.000    0.000 typing.py:720(__hash__)
        1    0.000    0.000    0.000    0.000 _methods.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:1(<module>)
        2    0.000    0.000    0.000    0.000 load_config_py3.py:6(exec_file_wrapper)
       16    0.000    0.000    0.000    0.000 core.py:4263(__init__)
      156    0.000    0.000    0.000    0.000 cloudpickle.py:181(_is_registered_pickle_by_value)
        1    0.000    0.000    0.000    0.000 subprocess.py:984(communicate)
        1    0.000    0.000    0.000    0.000 _triinterpolate.py:1(<module>)
        2    0.000    0.000    0.000    0.000 unicode.py:55(_chars_for_ranges)
        1    0.000    0.000    0.000    0.000 legend.py:333(Legend)
        1    0.000    0.000    0.000    0.000 artist.py:1420(ArtistInspector)
      257    0.000    0.000    0.000    0.000 inspect.py:2573(__str__)
        1    0.000    0.000    0.000    0.000 sysconfig.py:427(_init_posix)
      709    0.000    0.000    0.000    0.000 enum.py:22(_is_dunder)
      409    0.000    0.000    0.000    0.000 function_base.py:346(iterable)
      567    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
        1    0.000    0.000    0.000    0.000 _pocketfft.py:1(<module>)
       24    0.000    0.000    0.000    0.000 reduction.py:136(_set_dispatch_table)
      842    0.000    0.000    0.000    0.000 inspect.py:513(_is_wrapper)
      665    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:175(_path_isabs)
  249/223    0.000    0.000    0.000    0.000 sre_compile.py:461(_get_literal_prefix)
        1    0.000    0.000    0.000    0.000 std.py:245(tqdm)
      103    0.000    0.000    0.000    0.000 numeric.py:425(count_nonzero)
      103    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
     1548    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        1    0.000    0.000    0.000    0.000 figure.py:2376(Figure)
        1    0.000    0.000    0.000    0.000 _ccallback.py:1(<module>)
       50    0.000    0.000    0.000    0.000 core.py:130(get_object_signature)
        1    0.000    0.000    0.000    0.000 legend_handler.py:1(<module>)
      185    0.000    0.000    0.000    0.000 typing.py:358(<genexpr>)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1575(_array_str_implementation)
       36    0.000    0.000    0.000    0.000 cloudpickle_fast.py:580(_function_reduce)
      254    0.000    0.000    0.000    0.000 {built-in method builtins.any}
     1366    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      121    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:159(_path_isdir)
        1    0.000    0.000    0.000    0.000 util.py:2(<module>)
      303    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        3    0.000    0.000    0.000    0.000 <decorator-gen-7>:1(_held_figure)
        1    0.000    0.000    0.000    0.000 markers.py:156(MarkerStyle)
      156    0.000    0.000    0.000    0.000 cloudpickle.py:195(_whichmodule)
      230    0.000    0.000    0.000    0.000 sre_compile.py:249(_compile_charset)
       63    0.000    0.000    0.000    0.000 deprecation.py:187(finalize)
       12    0.000    0.000    0.000    0.000 _memmapping_reducer.py:363(__reduce__)
   134/34    0.000    0.000    0.000    0.000 core.py:1904(__str__)
        1    0.000    0.000    0.000    0.000 _tricontour.py:1(<module>)
     2461    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        8    0.000    0.000    0.000    0.000 colors.py:1595(make_norm_from_scale)
       52    0.000    0.000    0.000    0.000 sre_compile.py:411(_mk_bitmap)
      710    0.000    0.000    0.000    0.000 enum.py:33(_is_sunder)
       18    0.000    0.000    0.000    0.000 arrayprint.py:506(wrapper)
       30    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(any)
        1    0.000    0.000    0.000    0.000 _multiprocessing_helpers.py:1(<module>)
      696    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.000    0.000 TiffTags.py:19(<module>)
     10/4    0.000    0.000    0.000    0.000 core.py:4271(streamline)
       16    0.000    0.000    0.000    0.000 deprecation.py:257(rename_parameter)
     1127    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
       92    0.000    0.000    0.000    0.000 core.py:2384(__init__)
       12    0.000    0.000    0.000    0.000 process.py:61(_cleanup)
      152    0.000    0.000    0.000    0.000 random.py:250(_randbelow_with_getrandbits)
      465    0.000    0.000    0.000    0.000 __init__.py:729(__getitem__)
        1    0.000    0.000    0.000    0.000 {built-in method posix.read}
        1    0.000    0.000    0.000    0.000 gridspec.py:1(<module>)
       60    0.000    0.000    0.000    0.000 popen_loky_posix.py:50(duplicate_for_child)
      115    0.000    0.000    0.000    0.000 {built-in method builtins.round}
      461    0.000    0.000    0.000    0.000 copyreg.py:90(__newobj__)
      105    0.000    0.000    0.000    0.000 __init__.py:299(wrapper)
        1    0.000    0.000    0.000    0.000 pickle.py:197(<listcomp>)
       18    0.000    0.000    0.000    0.000 {built-in method _functools.reduce}
       29    0.000    0.000    0.000    0.000 core.py:5682(__init__)
      120    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
       18    0.000    0.000    0.000    0.000 arrayprint.py:1568(_guarded_repr_or_str)
        1    0.000    0.000    0.000    0.000 process_executor.py:526(__init__)
     1281    0.000    0.000    0.000    0.000 __init__.py:658(_set)
        1    0.000    0.000    0.000    0.000 lines.py:204(Line2D)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1627(FigureCanvasBase)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
       36    0.000    0.000    0.000    0.000 rcsetup.py:711(<genexpr>)
      156    0.000    0.000    0.000    0.000 pickle.py:322(_getattribute)
       33    0.000    0.000    0.000    0.000 core.py:3043(__init__)
      973    0.000    0.000    0.000    0.000 sre_parse.py:81(groups)
      198    0.000    0.000    0.000    0.000 pyplot.py:93(_copy_docstring_and_deprecators)
      103    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.generic' objects}
      461    0.000    0.000    0.000    0.000 {method '__reduce_ex__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 queue.py:1(<module>)
       91    0.000    0.000    0.000    0.000 enum.py:532(_get_mixins_)
        2    0.000    0.000    0.000    0.000 __config__.py:3(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:26(Collection)
        4    0.000    0.000    0.000    0.000 iterative.py:120(combine)
      103    0.000    0.000    0.000    0.000 process.py:198(daemon)
       18    0.000    0.000    0.000    0.000 __init__.py:482(cycler)
        1    0.000    0.000    0.000    0.000 process_executor.py:302(__init__)
       40    0.000    0.000    0.000    0.000 enum.py:579(_find_new_)
      417    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
     1724    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 zipfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _spherical_voronoi.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:6753(__init__)
     1825    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       30    0.000    0.000    0.000    0.000 fromnumeric.py:2305(any)
      104    0.000    0.000    0.000    0.000 context.py:233(get_context)
        1    0.000    0.000    0.000    0.000 ExifTags.py:295(<dictcomp>)
        1    0.000    0.000    0.000    0.000 queues.py:31(__init__)
      103    0.000    0.000    0.000    0.000 shape_base.py:600(<listcomp>)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(spec_from_loader)
        1    0.000    0.000    0.000    0.000 queues.py:36(__init__)
        1    0.000    0.000    0.000    0.000 _constrained_layout.py:1(<module>)
       26    0.000    0.000    0.000    0.000 core.py:6758(getdoc)
      211    0.000    0.000    0.000    0.000 {built-in method atexit.register}
       18    0.000    0.000    0.000    0.000 __init__.py:546(_cycler)
       42    0.000    0.000    0.000    0.000 core.py:2438(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:793(copy)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:1(<module>)
       79    0.000    0.000    0.000    0.000 typing_extensions.py:183(_collect_type_vars)
        1    0.000    0.000    0.000    0.000 _base.py:4(<module>)
      790    0.000    0.000    0.000    0.000 types.py:171(__get__)
       52    0.000    0.000    0.000    0.000 core.py:887(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:72(inner)
     3930    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        2    0.000    0.000    0.000    0.000 glob.py:1(<module>)
      146    0.000    0.000    0.000    0.000 _posix_reduction.py:24(_mk_inheritable)
        6    0.000    0.000    0.000    0.000 dataclasses.py:768(_hash_add)
        1    0.000    0.000    0.000    0.000 selectors.py:1(<module>)
  524/522    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.000    0.000 arrayprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 opcode.py:2(<module>)
     1950    0.000    0.000    0.000    0.000 numeric.py:1466(<listcomp>)
      321    0.000    0.000    0.000    0.000 function_base.py:443(_needs_add_docstring)
       76    0.000    0.000    0.000    0.000 rcsetup.py:91(<listcomp>)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:1(<module>)
  826/536    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
      881    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        6    0.000    0.000    0.000    0.000 dataclasses.py:587(_hash_fn)
       10    0.000    0.000    0.000    0.000 deprecation.py:242(__set_name__)
       39    0.000    0.000    0.000    0.000 functools.py:525(decorating_function)
       18    0.000    0.000    0.000    0.000 __init__.py:226(_from_iter)
       37    0.000    0.000    0.000    0.000 transforms.py:1327(__init_subclass__)
       22    0.000    0.000    0.000    0.000 core.py:4077(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 _ellip_harm.py:1(<module>)
      717    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
      103    0.000    0.000    0.000    0.000 {built-in method posix.fstat}
        1    0.000    0.000    0.000    0.000 _validation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compressor.py:1(<module>)
       23    0.000    0.000    0.000    0.000 overrides.py:200(decorator)
      778    0.000    0.000    0.000    0.000 __init__.py:678(_get)
        1    0.000    0.000    0.000    0.000 results.py:2(<module>)
      143    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
       10    0.000    0.000    0.000    0.000 path.py:191(_create_closed)
      149    0.000    0.000    0.000    0.000 sre_parse.py:432(_uniq)
       53    0.000    0.000    0.000    0.000 typing.py:219(_remove_dups_flatten)
        4    0.000    0.000    0.000    0.000 core.py:1479(__mul__)
       12    0.000    0.000    0.000    0.000 queues.py:36(__getstate__)
        4    0.000    0.000    0.000    0.000 signal.py:58(pthread_sigmask)
       14    0.000    0.000    0.000    0.000 core.py:5899(__init__)
       19    0.000    0.000    0.000    0.000 path.py:99(__init__)
      788    0.000    0.000    0.000    0.000 __init__.py:954(<lambda>)
        1    0.000    0.000    0.000    0.000 mlab.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:27(Patch)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
       84    0.000    0.000    0.000    0.000 synchronize.py:124(__getstate__)
       14    0.000    0.000    0.000    0.000 pathlib.py:1039(__new__)
        1    0.000    0.000    0.000    0.000 sysconfig.py:1(<module>)
      622    0.000    0.000    0.000    0.000 _inspect.py:13(ismethod)
        2    0.000    0.000    0.000    0.000 __init__.py:502(_get_config_or_cache_dir)
        1    0.000    0.000    0.000    0.000 text.py:108(Text)
        1    0.000    0.000    0.000    0.000 utils.py:34(envwrap)
      103    0.000    0.000    0.000    0.000 _parallel_backends.py:404(reset_batch_stats)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        8    0.000    0.000    0.000    0.000 dataclasses.py:861(<listcomp>)
      576    0.000    0.000    0.000    0.000 inspect.py:72(isclass)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1217(AnnotationBbox)
       12    0.000    0.000    0.000    0.000 process.py:344(__reduce__)
        1    0.000    0.000    0.000    0.000 _flinalg_py.py:5(<module>)
      229    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        4    0.000    0.000    0.000    0.000 posixpath.py:387(realpath)
        2    0.000    0.000    0.000    0.000 unicode.py:63(<listcomp>)
      102    0.000    0.000    0.000    0.000 reusable_executor.py:227(_resize)
        1    0.000    0.000    0.000    0.000 model.py:1(<module>)
        1    0.000    0.000    0.000    0.000 utils.py:72(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ast.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:10(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:970(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x7fc33243b280}
        1    0.000    0.000    0.000    0.000 dviread.py:238(Dvi)
     1493    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 backend_bases.py:2965(NavigationToolbar2)
       27    0.000    0.000    0.000    0.000 dataclasses.py:669(_get_field)
       14    0.000    0.000    0.000    0.000 typing.py:496(__init__)
      103    0.000    0.000    0.000    0.000 <string>:2(__eq__)
     2664    0.000    0.000    0.000    0.000 __init__.py:158(<lambda>)
       44    0.000    0.000    0.000    0.000 results.py:547(copy)
      103    0.000    0.000    0.000    0.000 core.py:6377(isMaskedArray)
      622    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
        2    0.000    0.000    0.000    0.000 threading.py:761(__init__)
      530    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1004(__init__)
     1950    0.000    0.000    0.000    0.000 numeric.py:1400(_moveaxis_dispatcher)
     12/2    0.000    0.000    0.000    0.000 core.py:1538(makeOptionalList)
        1    0.000    0.000    0.000    0.000 entities.py:1(<module>)
        1    0.000    0.000    0.000    0.000 resource_tracker.py:46(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:327(<listcomp>)
       39    0.000    0.000    0.000    0.000 _collections_abc.py:672(keys)
      698    0.000    0.000    0.000    0.000 ast.py:210(iter_fields)
      195    0.000    0.000    0.000    0.000 sre_compile.py:492(_get_charset_prefix)
        1    0.000    0.000    0.000    0.000 patches.py:4030(FancyArrowPatch)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 scale.py:729(_get_scale_docs)
        4    0.000    0.000    0.000    0.000 {built-in method cv2.createTrackbar}
      236    0.000    0.000    0.000    0.000 fromnumeric.py:70(<dictcomp>)
      166    0.000    0.000    0.000    0.000 cm.py:78(__getitem__)
        1    0.000    0.000    0.000    0.000 backports.py:1(<module>)
      460    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
        2    0.000    0.000    0.000    0.000 decorator.py:215(decorator)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:1(<module>)
       14    0.000    0.000    0.000    0.000 re.py:223(split)
        1    0.000    0.000    0.000    0.000 _decomp_schur.py:1(<module>)
       46    0.000    0.000    0.000    0.000 _inspect.py:140(formatargspec)
       52    0.000    0.000    0.000    0.000 sre_compile.py:413(<listcomp>)
        3    0.000    0.000    0.000    0.000 _fontconfig_pattern.py:59(comma_separated)
       22    0.000    0.000    0.000    0.000 pathlib.py:658(_parse_args)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _color_data.py:2(<module>)
       29    0.000    0.000    0.000    0.000 pathlib.py:532(_select_from)
       78    0.000    0.000    0.000    0.000 core.py:4078(<genexpr>)
       50    0.000    0.000    0.000    0.000 deprecation.py:440(<listcomp>)
        7    0.000    0.000    0.000    0.000 core.py:1446(__radd__)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:534(__new__)
        1    0.000    0.000    0.000    0.000 patches.py:4373(ConnectionPatch)
      538    0.000    0.000    0.000    0.000 rcsetup.py:180(validator)
        1    0.000    0.000    0.000    0.000 _globals.py:1(<module>)
       74    0.000    0.000    0.000    0.000 typing.py:830(<genexpr>)
       34    0.000    0.000    0.000    0.000 numeric.py:149(ones)
       66    0.000    0.000    0.000    0.000 popen_loky_posix.py:54(poll)
      103    0.000    0.000    0.000    0.000 genericpath.py:87(samestat)
       85    0.000    0.000    0.000    0.000 _collections_abc.py:742(__iter__)
       26    0.000    0.000    0.000    0.000 contextlib.py:211(contextmanager)
       74    0.000    0.000    0.000    0.000 {built-in method builtins.sum}
      696    0.000    0.000    0.000    0.000 __init__.py:892(__getitem__)
     2009    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       14    0.000    0.000    0.000    0.000 pathlib.py:678(_from_parts)
       91    0.000    0.000    0.000    0.000 enum.py:543(_find_data_type)
      139    0.000    0.000    0.000    0.000 core.py:1964(__eq__)
        1    0.000    0.000    0.000    0.000 _cm_listed.py:1(<module>)
      242    0.000    0.000    0.000    0.000 util.py:48(debug)
       20    0.000    0.000    0.000    0.000 colors.py:1180(reversed)
      230    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      107    0.000    0.000    0.000    0.000 typing.py:172(_collect_type_vars)
        1    0.000    0.000    0.000    0.000 _arrays.py:1(<module>)
       11    0.000    0.000    0.000    0.000 core.py:1697(__call__)
      7/4    0.000    0.000    0.000    0.000 posixpath.py:396(_joinrealpath)
      783    0.000    0.000    0.000    0.000 {method '__subclasses__' of 'type' objects}
        1    0.000    0.000    0.000    0.000 subprocess.py:1101(_close_pipe_fds)
       14    0.000    0.000    0.000    0.000 core.py:8101(__init__)
        5    0.000    0.000    0.000    0.000 getlimits.py:457(__new__)
        1    0.000    0.000    0.000    0.000 TiffTags.py:421(_populate)
        8    0.000    0.000    0.000    0.000 core.py:584(_setResultsName)
        1    0.000    0.000    0.000    0.000 expat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 patches.py:1256(Arrow)
        1    0.000    0.000    0.000    0.000 relativedelta.py:2(<module>)
        1    0.000    0.000    0.000    0.000 copy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:576(matplotlib_fname)
      678    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        1    0.000    0.000    0.000    0.000 patches.py:3062(ArrowStyle)
       24    0.000    0.000    0.000    0.000 dviread.py:220(decorate)
      126    0.000    0.000    0.000    0.000 colors.py:958(__init__)
      230    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
        1    0.000    0.000    0.000    0.000 colorbar.py:195(Colorbar)
        1    0.000    0.000    0.000    0.000 rcsetup.py:1266(<dictcomp>)
        1    0.000    0.000    0.000    0.000 config-3.py:2(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:4(<module>)
      103    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.count_nonzero}
       40    0.000    0.000    0.000    0.000 colors.py:1140(__init__)
      685    0.000    0.000    0.000    0.000 sre_parse.py:168(__setitem__)
        1    0.000    0.000    0.000    0.000 rrule.py:2(<module>)
       18    0.000    0.000    0.000    0.000 abc.py:89(register)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1238(__iter__)
        1    0.000    0.000    0.000    0.000 backports.py:60(LooseVersion)
        2    0.000    0.000    0.000    0.000 __init__.py:1658(cpu_times)
        1    0.000    0.000    0.000    0.000 unicode.py:128(pyparsing_unicode)
     1479    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 isoparser.py:2(<module>)
      133    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
        1    0.000    0.000    0.000    0.000 synchronize.py:15(<module>)
       30    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 actions.py:3(<module>)
        3    0.000    0.000    0.000    0.000 _common.py:439(wrapper)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1714(Parser)
      103    0.000    0.000    0.000    0.000 sre_parse.py:295(_class_escape)
       10    0.000    0.000    0.000    0.000 version.py:45(parse)
     2338    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1225(_recalculate)
       30    0.000    0.000    0.000    0.000 __init__.py:1404(__init__)
      618    0.000    0.000    0.000    0.000 _inspect.py:41(iscode)
      116    0.000    0.000    0.000    0.000 re.py:331(filter)
      728    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 hashlib.py:5(<module>)
       14    0.000    0.000    0.000    0.000 core.py:8106(getdoc)
       23    0.000    0.000    0.000    0.000 core.py:5225(__init__)
       32    0.000    0.000    0.000    0.000 __init__.py:655(__init__)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:1(<module>)
      103    0.000    0.000    0.000    0.000 contextlib.py:697(__init__)
        1    0.000    0.000    0.000    0.000 _interface.py:1(<module>)
       10    0.000    0.000    0.000    0.000 version.py:186(__init__)
       18    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
      166    0.000    0.000    0.000    0.000 colors.py:944(copy)
        1    0.000    0.000    0.000    0.000 axis.py:604(Axis)
      316    0.000    0.000    0.000    0.000 {method 'replace' of 'code' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:462(_make_selector)
      191    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _pslinux.py:265(set_scputimes_ntuple)
       19    0.000    0.000    0.000    0.000 tempfile.py:272(rng)
        1    0.000    0.000    0.000    0.000 pathlib.py:528(__init__)
        4    0.000    0.000    0.000    0.000 __init__.py:597(gen_candidates)
     1332    0.000    0.000    0.000    0.000 {built-in method numpy.asarray}
       26    0.000    0.000    0.000    0.000 artist.py:45(allow_rasterization)
        1    0.000    0.000    0.000    0.000 distance.py:1747(MetricInfo)
        1    0.000    0.000    0.000    0.000 patches.py:1312(FancyArrow)
        8    0.000    0.000    0.000    0.000 typing_extensions.py:550(__init__)
        1    0.000    0.000    0.000    0.000 isoparser.py:42(isoparser)
        2    0.000    0.000    0.000    0.000 getlimits.py:490(_init)
      842    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 widgets.py:334(Slider)
       25    0.000    0.000    0.000    0.000 pathlib.py:64(parse_parts)
        1    0.000    0.000    0.000    0.000 pathlib.py:314(compile_pattern)
       13    0.000    0.000    0.000    0.000 textwrap.py:465(indent)
       58    0.000    0.000    0.000    0.000 results.py:442(__iadd__)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
      210    0.000    0.000    0.000    0.000 inspect.py:1720(_signature_get_user_defined_method)
       14    0.000    0.000    0.000    0.000 hashlib.py:123(__get_openssl_constructor)
    393/1    0.000    0.000    0.000    0.000 __config__.py:14(_cleanup)
        1    0.000    0.000    0.000    0.000 axis3d.py:53(Axis)
       11    0.000    0.000    0.000    0.000 resource_tracker.py:134(_check_alive)
        1    0.000    0.000    0.000    0.000 queues.py:197(__init__)
      104    0.000    0.000    0.000    0.000 queue.py:205(_init)
     45/1    0.000    0.000    0.000    0.000 __config__.py:20(<dictcomp>)
     1212    0.000    0.000    0.000    0.000 {built-in method builtins.id}
      169    0.000    0.000    0.000    0.000 core.py:2422(__new__)
      146    0.000    0.000    0.000    0.000 {built-in method posix.set_inheritable}
       67    0.000    0.000    0.000    0.000 {built-in method posix.waitpid}
